layer,file,line,action_id,has_try_catch,has_report,report_kind,severity,category,gap_type,fix_recommendation
D1,packages/ui/screens/Queue.jsx,638,handlePaymentConfirm_queue,yes,no,flash+console_error,critical,queue.payment.confirm,toast_only,Add __txReportError(category queue_payment severity error) — top-level cobro path
D1,packages/ui/screens/Queue.jsx,722,print_factura_queue,yes,no,flash,partial,queue.print.factura,toast_only,Add __txReportError severity warn
D1,packages/ui/screens/Queue.jsx,756,print_conduce_queue,yes,no,flash,partial,queue.print.conduce,toast_only,Add __txReportError severity warn
D1,packages/ui/components/CobrarModal.jsx,271,sendWhatsApp,yes,no,alert+setState,high,cobro.whatsapp.send,alert_only,Replace alert() with __txReportError + visible banner
D1,packages/ui/components/CobrarModal.jsx,668,consumeMembershipForLine,yes,no,alert+console_error,critical,cobro.membership.consume,alert_only,Add __txReportError severity error — silent debit drift
D1,packages/ui/components/CobrarModal.jsx,736,awardLoyaltyPoints,yes,no,alert+console_error,high,cobro.loyalty.award,alert_only,Add __txReportError severity warn (legacy path missing point credits)
D1,packages/ui/components/CobrarModal.jsx,762,salon_addLoyaltyPoints,yes,no,alert+console_error,high,cobro.loyalty.salon_award,alert_only,Add __txReportError severity warn
D1,packages/ui/components/CobrarModal.jsx,952,consumeMembership_outer,no,no,none,high,cobro.membership.outer,no_try_catch,Wrap and report
D1,packages/ui/components/CobrarModal.jsx,963,consumeCombo,no,no,none,high,cobro.combo.consume,no_try_catch,Wrap and report
D1,packages/ui/components/CobrarModal.jsx,1153,lookupRnc_modal,no,no,none,partial,cobro.rnc.lookup,no_try_catch,Wrap with __txReportError
D1,packages/ui/components/CobrarModal.jsx,1246,handleConfirm_legacy_ncf_reserve,yes,no,throw,critical,cobro.ncf.reserve.legacy,toast_only,Add __txReportError before re-throw (NCF reservation = fiscal-critical)
D1,packages/ui/components/CobrarModal.jsx,1348,handleConfirm_legacy_persist,yes,no,setState,critical,cobro.ticket.persist.legacy,state_only,Add __txReportError(category cobro_persist_legacy severity critical)
D1,packages/ui/components/CobrarModal.jsx,1370,loyalty_redeem_legacy,yes,no,console_error+activityLog,partial,cobro.loyalty.redeem.legacy,partial_no_client_errors,Add __txReportError alongside activityLogRecord
D1,packages/ui/components/CobrarModal.jsx,1431,handleConfirm_ecf_ncf_reserve,yes,no,throw,critical,cobro.ncf.reserve.ecf,toast_only,Add __txReportError before re-throw
D1,packages/ui/components/CobrarModal.jsx,1553,handleConfirm_ecf_persist,yes,no,setState,critical,cobro.ticket.persist.ecf,state_only,Add __txReportError(category cobro_persist_ecf severity critical)
D1,packages/ui/components/CobrarModal.jsx,1571,loyalty_redeem_ecf,yes,no,console_error+activityLog,partial,cobro.loyalty.redeem.ecf,partial_no_client_errors,Add __txReportError alongside activityLogRecord
D1,packages/ui/components/CobrarModal.jsx,1597,handleConfirm_outer_dgii,yes,no,setState,critical,cobro.dgii.submit,state_only,Add __txReportError(category cobro_dgii severity critical) for non-TEST_MODE branch
D1,packages/ui/components/CobrarModal.jsx,1637,handleConfirm_test_mode_persist,yes,no,setState,high,cobro.ticket.persist.test_mode,state_only,Add __txReportError severity error
D1,packages/ui/components/CobrarModal.jsx,2066,fiscal_mode_persist_b,yes,yes,txReportError,ok,cobro.fiscal_mode.b_series,ok,
D1,packages/ui/components/CobrarModal.jsx,2078,fiscal_mode_persist_ecf,yes,yes,txReportError,ok,cobro.fiscal_mode.ecf,ok,
D1,packages/ui/screens/foodtruck/FoodTruckPOS.jsx,174,setLocation,yes,no,swallowed,partial,foodtruck.location.set,swallowed_catch,Replace bare swallow with __txReportError severity warn
D1,packages/ui/screens/foodtruck/FoodTruckPOS.jsx,233,loadPending,yes,no,setState,high,foodtruck.pending.load,state_only,Add __txReportError severity warn
D1,packages/ui/screens/foodtruck/FoodTruckPOS.jsx,273,sendToKitchen_outer,yes,yes,txReportError,ok,foodtruck.send_kitchen,ok,
D1,packages/ui/screens/foodtruck/FoodTruckPOS.jsx,311,sendToKitchen_addItem,yes,yes,txReportError,ok,foodtruck.add_item,ok,
D1,packages/ui/screens/foodtruck/FoodTruckPOS.jsx,331,sendToKitchen_updateTotals,yes,no,console_only,partial,foodtruck.update_totals,console_only,Add __txReportError severity warn
D1,packages/ui/screens/foodtruck/FoodTruckPOS.jsx,351,sendToKitchen_kds_fire,yes,yes,txReportError,ok,foodtruck.kds_fire,ok,
D1,packages/ui/screens/foodtruck/FoodTruckPOS.jsx,378,clearEvent,no,no,none,partial,foodtruck.event.clear,no_try_catch,Wrap and report severity warn
D1,packages/ui/screens/foodtruck/FoodTruckPOS.jsx,430,fireKitchen_loop,yes,no,console_only,partial,foodtruck.kds_fire.loop,console_only,Add __txReportError severity warn (chronic KDS fail signal)
D1,packages/ui/screens/foodtruck/FoodTruckPOS.jsx,451,handleTicketPaid_persist,yes,yes,txReportError,ok,foodtruck.cobrar.persist,ok,
D1,packages/ui/screens/foodtruck/FoodTruckPOS.jsx,541,handleTicketPaid_post_fire,yes,yes,txReportError,ok,foodtruck.kds_fire.post_cobro,ok,
D1,packages/ui/screens/foodtruck/Pendientes.jsx,80,reload_pendientes,yes,no,setState,high,foodtruck.pending.reload,state_only,Add __txReportError severity warn
D1,packages/ui/screens/foodtruck/Pendientes.jsx,108,cobrarDirect,yes,no,swallowed,partial,foodtruck.pending.cobrar_direct,swallowed_catch,Add __txReportError on sessionStorage fail (rare but observable)
D1,packages/ui/screens/CashReconciliation.jsx,104,PinModal_submit,yes,no,setState,partial,cuadre.pin.verify,state_only,Add __txReportError severity warn for byPin RPC failures
D1,packages/ui/screens/CashReconciliation.jsx,183,handleReprint,yes,no,swallowed,partial,cuadre.reprint,swallowed_catch,Replace bare swallow with __txReportError severity warn
D1,packages/ui/screens/CashReconciliation.jsx,381,getEmpresa_load,yes,no,flash,partial,cuadre.empresa.load,toast_only,Add __txReportError severity warn
D1,packages/ui/screens/CashReconciliation.jsx,402,daily_summary_load,yes,no,flash,high,cuadre.daily.load,toast_only,Add __txReportError severity warn
D1,packages/ui/screens/CashReconciliation.jsx,448,doPrint,yes,no,flash,partial,cuadre.print,toast_only,Add __txReportError severity warn
D1,packages/ui/screens/CashReconciliation.jsx,451,handleRecalc,yes,no,flash,high,cuadre.recalc,toast_only,Add __txReportError severity warn
D1,packages/ui/screens/CashReconciliation.jsx,479,doClose_create,yes,no,flash+console_error,critical,cuadre.close.create,toast_only,Add __txReportError(category cuadre_close severity critical) — closing the day is fiscal-load-bearing
D1,packages/ui/screens/PettyCash.jsx,112,PinModal_submit,yes,no,setState,partial,petty_cash.pin.verify,state_only,Add __txReportError severity warn
D1,packages/ui/screens/PettyCash.jsx,229,loadTxns,yes,no,swallowed,high,petty_cash.load,swallowed_catch,Add __txReportError severity warn — empty-list bug pattern
D1,packages/ui/screens/PettyCash.jsx,263,doApprove,yes,no,swallowed,critical,petty_cash.approve,swallowed_catch,Add __txReportError severity error — silent approval failure
D1,packages/ui/screens/PettyCash.jsx,271,doReject,yes,no,swallowed,critical,petty_cash.reject,swallowed_catch,Add __txReportError severity error — silent reject failure
D1,packages/ui/screens/PettyCash.jsx,289,handleGuardar,yes,no,swallowed,critical,petty_cash.create,swallowed_catch,Add __txReportError severity error — UI shows toast saved even when create failed
D1,packages/ui/screens/restaurant/Mesas.jsx,123,NewMesaModal_submit,yes,no,setState,high,mesa.create.modal,state_only,Add __txReportError severity warn
D1,packages/ui/screens/restaurant/Mesas.jsx,210,EditMesaModal_submit,yes,no,setState,high,mesa.update.modal,state_only,Add __txReportError severity warn
D1,packages/ui/screens/restaurant/Mesas.jsx,291,SeatMesaModal_submit,yes,no,setState,high,mesa.seat.modal,state_only,Add __txReportError severity warn
D1,packages/ui/screens/restaurant/Mesas.jsx,450,loadMesas,yes,no,setState,partial,mesa.load,state_only,Add __txReportError severity warn
D1,packages/ui/screens/restaurant/Mesas.jsx,513,handleCreate,no,no,none,high,mesa.create,no_try_catch,Wrap api.mesas.create + __txReportError severity warn
D1,packages/ui/screens/restaurant/Mesas.jsx,518,handleUpdate,no,no,none,high,mesa.update,no_try_catch,Wrap api.mesas.update + __txReportError severity warn
D1,packages/ui/screens/restaurant/Mesas.jsx,523,handleStatus,no,no,none,critical,mesa.status_change,no_try_catch,Wrap api.mesas.setStatus + __txReportError severity error — rev_conflict trigger lives here
D1,packages/ui/screens/restaurant/Mesas.jsx,528,handleDelete,no,no,none,high,mesa.delete,no_try_catch,Wrap api.mesas.delete + __txReportError severity warn
D1,packages/ui/screens/restaurant/Reservations.jsx,76,modal_submit_reservation,yes,no,setState,high,reservation.create_or_update.modal,state_only,Add __txReportError severity warn
D1,packages/ui/screens/restaurant/Reservations.jsx,368,reload_reservations,yes,no,setState+console_error,partial,reservation.load,setState,Add __txReportError severity warn
D1,packages/ui/screens/restaurant/Reservations.jsx,377,onSubmit_reservation,no,no,none,high,reservation.submit,no_try_catch,Wrap and report — currently bubbles to nearest boundary
D1,packages/ui/screens/restaurant/Reservations.jsx,388,onConfirm_reservation,yes,no,setState,high,reservation.confirm,state_only,Add __txReportError severity warn
D1,packages/ui/screens/restaurant/Reservations.jsx,393,onCancel_reservation,yes,no,setState,high,reservation.cancel,state_only,Add __txReportError severity warn
D1,packages/ui/screens/restaurant/Reservations.jsx,399,onMarkNoShow,yes,no,setState,high,reservation.no_show,state_only,Add __txReportError severity warn
D1,packages/ui/screens/restaurant/Reservations.jsx,406,confirmSeat_reservation,yes,no,setState,high,reservation.seat,state_only,Add __txReportError severity warn
D1,packages/ui/screens/restaurant/Reservations.jsx,422,onSendWhatsApp_stamp,yes,no,swallowed,partial,reservation.whatsapp.stamp,swallowed_catch,Add __txReportError severity warn
D1,packages/ui/screens/restaurant/KDS.jsx,365,kds_refresh,yes,no,setState+console_error,partial,kds.refresh,setState,Add __txReportError severity warn
D1,packages/ui/screens/restaurant/KDS.jsx,422,kds_transition,yes,no,setState,critical,kds.advance,state_only,Add __txReportError severity error — rev_conflict trigger and station-blind cooks
D1,packages/ui/screens/restaurant/KDS.jsx,672,kds_toggle_in_stock,yes,no,alert,high,kds.86_list.toggle,alert_only,Replace alert() with __txReportError + setError banner
D1,packages/ui/screens/restaurant/RestaurantPOS.jsx,886,restaurant_load,yes,no,setState+console_error,partial,restaurant.load,setState,Add __txReportError severity warn
D1,packages/ui/screens/restaurant/RestaurantPOS.jsx,1043,openMesa,yes,no,setState+console_error,critical,mesa.open.ticket,setState,Add __txReportError severity error
D1,packages/ui/screens/restaurant/RestaurantPOS.jsx,1108,openForMesa_failed_revert,yes,no,setState+console_error,critical,mesa.open_for_mesa.revert,setState,Add __txReportError severity error
D1,packages/ui/screens/restaurant/RestaurantPOS.jsx,1114,mesa_revert_inner,yes,no,console_only,high,mesa.revert,console_only,Add __txReportError severity warn
D1,packages/ui/screens/restaurant/RestaurantPOS.jsx,1084,handleSeat,yes,no,setState+console_error,high,mesa.seat,setState,Add __txReportError severity warn
D1,packages/ui/screens/restaurant/RestaurantPOS.jsx,1158,modificadores_load,yes,no,console_only,partial,restaurant.modificadores.load,console_only,Add __txReportError severity warn
D1,packages/ui/screens/restaurant/RestaurantPOS.jsx,1225,addItem_persist,yes,no,setState+console_error,high,restaurant.add_item.persist,setState,Add __txReportError severity warn
D1,packages/ui/screens/restaurant/RestaurantPOS.jsx,1252,updateItemQty_persist,yes,no,console_only,high,restaurant.update_qty.persist,console_only,Add __txReportError severity warn — silent qty drift
D1,packages/ui/screens/restaurant/RestaurantPOS.jsx,1281,removeItem_persist_a,yes,no,console_only,high,restaurant.remove_item.persist_a,console_only,Add __txReportError severity warn
D1,packages/ui/screens/restaurant/RestaurantPOS.jsx,1301,removeItem_persist_b,yes,no,console_only,high,restaurant.remove_item.persist_b,console_only,Add __txReportError severity warn
D1,packages/ui/screens/restaurant/RestaurantPOS.jsx,1330,onManagerApprove_void,yes,no,console_only,critical,restaurant.void_fired_item.activity_log,console_only,Add __txReportError severity warn — audit-trail gap
D1,packages/ui/screens/restaurant/RestaurantPOS.jsx,1395,fireToKDS,yes,no,setState+console_error,critical,restaurant.fire_kds,setState,Add __txReportError(category restaurant_fire_kds severity error) — fiscal-and-operational
D1,packages/ui/screens/restaurant/RestaurantPOS.jsx,1471,handleRequestBill_outer,yes,no,setState+console_error,high,restaurant.request_bill,setState,Add __txReportError severity warn
D1,packages/ui/screens/restaurant/RestaurantPOS.jsx,1507,pre_cuenta_print,yes,no,setState+console_only,partial,restaurant.pre_cuenta.print,setState,Add __txReportError severity warn
D1,packages/ui/screens/restaurant/RestaurantPOS.jsx,1562,handleTicketPaid_persist,yes,no,setState+console_error,critical,restaurant.cobrar.persist,setState,Add __txReportError(category restaurant_cobrar severity critical) — mesa stays ocupada
D1,packages/ui/screens/restaurant/RestaurantPOS.jsx,1654,snapshot_modifier_legacy,yes,no,console_only,partial,restaurant.snapshot_mod.legacy,console_only,Add __txReportError severity warn
D1,packages/ui/screens/restaurant/RestaurantPOS.jsx,1665,post_cobro_cleanup,yes,no,console_only,partial,restaurant.post_cobro.cleanup,console_only,Add __txReportError severity warn
D1,packages/ui/screens/restaurant/RestaurantPOS.jsx,1687,handleSplitPay,yes,no,setState+console_error,critical,restaurant.split_pay,setState,Add __txReportError severity error
D1,packages/ui/screens/restaurant/RestaurantPOS.jsx,1762,split_snapshot_mod,yes,no,console_only,partial,restaurant.split.snapshot_mod,console_only,Add __txReportError severity warn
D1,packages/ui/screens/restaurant/RestaurantPOS.jsx,1766,split_snapshot_loop,yes,no,console_only,partial,restaurant.split.snapshot_loop,console_only,Add __txReportError severity warn
D2,Admin.jsx,225,Admin.Usuarios.handleDelete,yes,yes,error_state,ok,data_deletion,state_only,setError state reports errors
D2,Admin.jsx,237,Admin.Usuarios.handleRowDelete,yes,yes,toast_error,ok,data_deletion,toast_only,Toast via show() helper
D2,Admin.jsx,306,Admin.Usuarios.handleSave,yes,yes,error_state,ok,data_save,state_only,setError state with toast on success
D2,Admin.jsx,357,Admin.Usuarios.toggleActive,yes,yes,toast_error,ok,status_change,toast_only,Toast feedback on completion
D2,Admin.jsx,359,Admin.revokeCard,yes,yes,toast_error,ok,data_write,toast_only,Toast on card revoke action
D2,Admin.jsx,634,Admin.moveCat,yes,yes,toast_error,ok,reorder,toast_only,Toast on category reorder
D2,Admin.jsx,658,Admin.renameCat,yes,yes,toast_error,ok,data_update,toast_only,Toast on rename category
D2,Admin.jsx,681,Admin.deleteCat,yes,yes,toast_error,ok,data_deletion,toast_only,Toast on category delete
D2,Admin.jsx,706,Admin.openCreateCatPrompt,yes,yes,toast_error,ok,data_creation,toast_only,Toast on category creation
D2,Admin.jsx,728,Admin.Services.handleSave,yes,yes,error_state,ok,data_save,state_only,setError and toast feedback
D2,Admin.jsx,747,Admin.Services.toggleActive,yes,yes,toast_error,ok,status_change,toast_only,Toast on service activation
D2,Admin.jsx,758,Admin.Services.handleDelete,yes,yes,error_state,ok,data_deletion,state_only,setError state on delete
D2,Admin.jsx,777,Admin.Services.quickDeleteService,yes,yes,toast_error,ok,data_deletion,toast_only,Toast on quick service delete
D2,Admin.jsx,1179,Admin.DGII.saveFiscalMode,yes,yes,toast_error,ok,config_update,toast_only,Toast on fiscal mode change
D2,Admin.jsx,1200,Admin.DGII.handleToggle,yes,yes,toast_error,ok,status_change,toast_only,Toast on DGII toggle
D2,Admin.jsx,1213,Admin.DGII.handleSaveSeq,yes,yes,toast_error,ok,data_update,toast_only,Toast on NCF sequence save
D2,Admin.jsx,1246,Admin.DGII.handleInstallCert,yes,yes,toast_error,ok,cert_upload,toast_only,Toast on certificate install
D2,Admin.jsx,1558,Admin.MiEmpresa.save,yes,yes,toast_error,ok,company_settings,toast_only,Toast on company info save
D2,DGII.jsx,635,DGII.Compras.handleSave,yes,yes,error_state,ok,data_save,state_only,setError on compra save
D2,DGII.jsx,657,DGII.Compras.handleDelete,yes,yes,error_state,ok,data_deletion,state_only,setError on compra delete
D2,DGII.jsx,1379,DGII.CertUpload.handleUpload,yes,yes,error_state,ok,cert_upload,state_only,setError on certificate upload
D2,DGII.jsx,1408,DGII.CertUpload.flipEnv,yes,yes,error_state,ok,config_update,state_only,setError on environment flip
D2,Inventory.jsx,75,Inventory.ItemModal.handleSave,yes,yes,error_state,ok,data_save,state_only,setErr state reporting
D2,Inventory.jsx,615,Inventory.ImportCSV.handleImport,yes,no,none,high,csv_import,swallowed_catch,Silent catch per row
D2,Inventory.jsx,851,Inventory.OrganizeModal.apply,yes,yes,toast_message,ok,bulk_update,toast_only,Toast with result summary
D2,Inventory.jsx,1373,Inventory.handleDelete,no,no,none,critical,data_deletion,no_try_catch,CRITICAL gap: Unprotected delete
D2,Inventory.jsx,1394,Inventory.quickDeleteItem,yes,no,none,high,data_deletion,swallowed_catch,Silent error catch
D2,Dealership.VehicleInventory,66,VehicleInventory.save.update,no,no,none,critical,data_update,no_try_catch,CRITICAL: No try-catch wrapper
D2,Dealership.VehicleInventory,67,VehicleInventory.save.create,no,no,none,critical,data_creation,no_try_catch,CRITICAL: No try-catch wrapper
D2,Dealership.VehicleInventory,72,VehicleInventory.remove.delete,no,no,none,critical,data_deletion,no_try_catch,CRITICAL: No try-catch wrapper
D2,Salon.Appointments,522,Salon.Appointments.handleSave.update,no,yes,flash_message,partial,data_update,toast_only,Toast only no try-catch
D2,Salon.Appointments,523,Salon.Appointments.handleSave.create,no,yes,flash_message,partial,data_creation,toast_only,Toast only no try-catch
D2,Salon.Appointments,569,Salon.Appointments.handleVoidNoShowFee,yes,yes,flash_message,ok,data_update,toast_only,Try-catch with detailed errors
D2,Salon.Appointments,608,Salon.Appointments.handleSendReminder,yes,yes,flash_message,ok,data_send,toast_only,Try-catch with error reporting
D2,Salon.Memberships,305,Salon.Memberships.create,yes,yes,toast_message,ok,data_creation,toast_only,Try-catch with toast
D2,Salon.Memberships,317,Salon.Memberships.update,yes,yes,toast_message,ok,data_update,toast_only,Try-catch with toast
D2,Lending.Loans,263,Lending.Loans.handleCreate,yes,yes,error_state,ok,data_creation,state_only,setError on loan create
D2,Lending.Loans,520,Lending.Loans.handlePayment,yes,yes,error_state,ok,data_creation,state_only,setError on payment create
D2,Lending.Loans,1162,Lending.Loans.handleDefault,yes,yes,toast_message,ok,status_change,toast_only,Toast on loan default
D2,Lending.Loans,1174,Lending.Loans.handleCancel,yes,yes,toast_message,ok,status_change,toast_only,Toast on loan cancel
D2,Lending.PawnItems,362,Lending.PawnItems.handleSave.update,yes,yes,error_state,ok,data_update,state_only,setError on pawn update
D2,Lending.PawnItems,365,Lending.PawnItems.handleSave.create,yes,yes,error_state,ok,data_creation,state_only,setError on pawn create
D2,Lending.PawnItems,791,Lending.PawnItems.handleDocDelete,yes,yes,toast_message,ok,data_deletion,toast_only,Toast on document delete
D2,Lending.PawnItems,1215,Lending.PawnItems.handleRedeem,yes,yes,toast_message,ok,status_change,toast_only,Toast on redemption
D2,Lending.PawnItems,1266,Lending.PawnItems.handleForfeit,yes,yes,toast_message,ok,status_change,toast_only,Toast on forfeiture
D2,FoodTruck.Locations,63,FoodTruck.Locations.handleSave.update,no,yes,toast_message,partial,data_update,toast_only,ALERT ONLY: No try-catch
D2,FoodTruck.Locations,70,FoodTruck.Locations.handleSave.create,no,yes,toast_message,partial,data_creation,toast_only,ALERT ONLY: No try-catch
D2,FoodTruck.Locations,91,FoodTruck.Locations.handleDelete,no,yes,toast_message,partial,data_deletion,toast_only,ALERT ONLY: No try-catch
D2,FoodTruck.WasteLog,72,FoodTruck.WasteLog.handleCreate,yes,yes,error_state,ok,data_creation,state_only,setErr state reporting
D2,FoodTruck.WasteLog,95,FoodTruck.WasteLog.handleDelete,yes,yes,error_state,ok,data_deletion,state_only,setErr state reporting
D2,Sistema.jsx,121,Sistema.saveLiveDate,yes,yes,toast_message,ok,config_update,toast_only,Toast on go-live date save
D2,Sistema.jsx,501,Sistema.handleSettingsUpdate,yes,yes,toast_message,ok,bulk_config,toast_only,Toast with detailed errors
D2,Sistema.jsx,854,Sistema.printerChange,yes,yes,toast_message,ok,config_update,toast_only,Try-catch on printer setting
E,electron/sync.js,95,jwt.refresh,yes,partial,console_only,medium,auth,console_only,Wrap _maybeRefreshJwt with client_errors post on critical JWT failure
E,electron/sync.js,3544,sync.pull.all_tables,yes,yes,console_only,low,data,console_only,Pull failures log only — catch and report each table miss to client_errors
E,electron/sync.js,3817,sync.pull_now,yes,yes,console_only,low,data,console_only,pullNow() catches tables individually but silently swallows errors without client_errors
E,electron/sync.js,3880,sync.push.all_tables,yes,yes,console_only,medium,data,console_only,Table push failures logged only to console — should post to client_errors with business_id
E,electron/sync.js,4315,sync.syncNow_full,yes,yes,console_only,high,data,console_only,Fatal sync errors caught but only logged — post to client_errors(business_id)
E,electron/sync.js,4461,sync.auto_interval,yes,yes,console_only,low,data,console_only,Auto-sync errors swallowed in .catch(() => {})
E,electron/main.js,908,dgii.ecf_queue,yes,yes,console_only,high,financial,console_only,processDgiiQueue logs failures to console and activity_log but no client_errors post
E,electron/main.js,1067,dgii.reconcile_pending,yes,yes,console_only,medium,financial,console_only,processDgiiPendingQueue logs errors and activity_log but misses client_errors
E,electron/main.js,1178,anecf.queue_submit,yes,yes,console_only,high,financial,console_only,processAnecfQueue logs failures but doesn't post to client_errors
E,electron/main.js,1688,dgii.queue_30s_tick,no,yes,console_only,high,financial,console_only,setInterval(processDgiiQueue) has no error boundary — fatal crash possible
E,electron/main.js,1700,anecf.queue_60s_tick,no,yes,console_only,high,financial,console_only,setInterval(processAnecfQueue) unguarded — crash on exception
E,electron/main.js,1707,dgii.reconcile_5m_tick,no,yes,console_only,high,financial,console_only,processDgiiPendingQueue scheduled without try/catch wrapper
E,electron/main.js,1837,backup.nightly,yes,yes,console_only,high,operational,console_only,Backup errors call reportMainProcessError but not client_errors
E,electron/main.js,1714,concession.reservation_expire,yes,yes,activity_log,low,operational,ok,Reservation expiry catches + logs to activity_log (acceptable)
E,electron/main.js,1737,concession.warranty_expire,yes,yes,activity_log,low,operational,ok,Warranty expiry catches + logs to activity_log (acceptable)
E,electron/main.js,1761,concession.bank_preapproval_expire,yes,yes,activity_log,low,operational,ok,Bank preapproval expiry catches + logs (acceptable)
E,electron/updater.js,121,electron.updater_error,yes,yes,console_only,low,operational,console_only,Update errors logged only via electron-log event send
E,electron/updater.js,136,electron.updater_startup_check,yes,yes,console_only,low,operational,console_only,Startup update check swallows errors in .catch(()=>{})
E,web/api/digest/daily.js,274,digest.daily_cron,yes,yes,activity_log,medium,operational,ok,Daily digest wraps per-biz in try/catch and logs to activity_log
E,web/api/panel.js,1246,cron.dgii_pull,yes,yes,console_only,high,financial,console_only,"handleCronDgiiPull catches individual failures, logs to console only"
E,web/api/panel.js,3539,cron.salon_whatsapp_reminder,yes,yes,console_only,low,operational,console_only,Salon reminder tick logs errors to response but missing client_errors post
E,web/api/panel.js,4492,cron.anecf_drain,yes,yes,console_only,high,operational,console_only,"ANECF drain cron logs errors to console, should post to client_errors"
